,No,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM2.5
17542,17543,2012,1,1,22,4,-2.0,69.64,1031.2,3.0,NE,55.0,0.0,0.0,64.0
17543,17544,2012,1,1,23,4,-2.0,74.78,1030.1,2.0,NE,58.0,0.0,0.0,57.0
17544,17545,2012,1,2,0,4,-2.0,69.64,1030.1,3.0,NE,62.0,0.0,0.0,38.0
17545,17546,2012,1,2,1,4,-3.0,69.43,1029.1,2.0,NE,65.0,0.0,0.0,31.0
17546,17547,2012,1,2,2,4,-3.0,64.66,1030.1,3.0,NW,3.0,0.0,0.0,39.0
17547,17548,2012,1,2,3,4,-3.0,69.43,1030.1,2.0,NW,6.0,0.0,0.0,38.0
17548,17549,2012,1,2,4,4,-3.0,74.59,1029.1,1.0,cv,1.0,0.0,0.0,37.0
17549,17550,2012,1,2,5,4,-3.0,74.59,1029.1,1.0,NW,2.0,0.0,0.0,44.0
17550,17551,2012,1,2,6,4,-3.0,69.43,1029.1,2.0,NE,1.0,0.0,0.0,57.0
17551,17552,2012,1,2,7,4,-3.0,74.59,1029.1,1.0,NW,3.0,0.0,0.0,58.0
17552,17553,2012,1,2,8,4,-2.0,69.64,1030.1,3.0,NW,5.0,0.0,0.0,68.0
17553,17554,2012,1,2,9,4,-1.0,74.96,1030.1,3.0,NW,6.0,0.0,0.0,77.0
17554,17555,2012,1,2,10,4,-1.0,65.13,1031.2,5.0,NE,2.0,0.0,0.0,79.0
17555,17556,2012,1,2,11,4,-3.0,48.93,1029.1,7.0,NE,5.0,0.0,0.0,55.0
17556,17557,2012,1,2,12,4,-4.0,45.4,1028.1,7.0,NW,2.0,0.0,0.0,42.0
17557,17558,2012,1,2,13,4,-4.0,39.63,1027.1,9.0,NW,5.0,0.0,0.0,44.0
17558,17559,2012,1,2,14,4,-3.0,45.7,1026.1,8.0,cv,1.0,0.0,0.0,48.0
17559,17560,2012,1,2,15,4,-4.0,42.4,1025.1,8.0,NE,2.0,0.0,0.0,50.0
17560,17561,2012,1,2,16,4,-4.0,42.4,1025.1,8.0,NE,3.0,0.0,0.0,57.0
17561,17562,2012,1,2,17,4,-3.0,48.93,1026.1,7.0,NE,7.0,0.0,0.0,65.0
17562,17563,2012,1,2,18,4,-3.0,52.41,1026.1,6.0,NE,10.0,0.0,0.0,63.0
17563,17564,2012,1,2,19,4,-1.0,60.76,1026.1,6.0,NE,12.0,0.0,0.0,54.0
17564,17565,2012,1,2,20,4,-1.0,65.13,1027.1,5.0,NE,14.0,0.0,0.0,44.0
17565,17566,2012,1,2,21,4,-2.0,60.51,1027.1,5.0,NE,16.0,0.0,0.0,46.0
17566,17567,2012,1,2,22,4,-1.0,69.85,1027.1,4.0,NE,18.0,0.0,0.0,42.0
17567,17568,2012,1,2,23,4,-2.0,69.64,1027.1,3.0,NE,21.0,0.0,0.0,39.0
17568,17569,2012,1,3,0,4,-2.0,69.64,1027.1,3.0,NE,24.0,0.0,0.0,43.0
17569,17570,2012,1,3,1,4,-1.0,74.96,1027.1,3.0,NE,26.0,0.0,0.0,44.0
17570,17571,2012,1,3,2,4,-2.0,69.64,1026.1,3.0,NE,27.0,0.0,0.0,39.0
17571,17572,2012,1,3,3,4,-2.0,74.78,1026.1,2.0,NE,29.0,0.0,0.0,40.0
17572,17573,2012,1,3,4,4,-2.0,74.78,1026.1,2.0,NE,31.0,0.0,0.0,42.0
17573,17574,2012,1,3,5,4,-1.0,80.49,1027.1,2.0,NW,3.0,0.0,0.0,38.0
17574,17575,2012,1,3,6,4,-1.0,74.96,1027.1,3.0,NW,6.0,0.0,0.0,52.0
17575,17576,2012,1,3,7,4,-1.0,74.96,1028.1,3.0,NW,9.0,0.0,0.0,58.0
17576,17577,2012,1,3,8,4,-1.0,69.85,1028.1,4.0,NW,12.0,0.0,0.0,54.0
17577,17578,2012,1,3,9,4,-1.0,69.85,1029.1,4.0,NW,15.0,0.0,0.0,62.0
17578,17579,2012,1,3,10,4,-1.0,65.13,1029.1,5.0,NW,19.0,0.0,0.0,69.0
17579,17580,2012,1,3,11,4,-2.0,60.51,1029.1,5.0,NW,24.0,0.0,0.0,85.0
17580,17581,2012,1,3,12,4,-3.0,52.41,1028.1,6.0,NW,30.0,0.0,0.0,124.0
17581,17582,2012,1,3,13,4,-2.0,60.51,1028.1,5.0,NW,38.0,0.0,0.0,144.0
17582,17583,2012,1,3,14,4,-3.0,56.18,1027.1,5.0,NW,45.0,0.0,0.0,219.0
17583,17584,2012,1,3,15,4,-4.0,52.13,1028.1,5.0,NW,52.0,0.0,0.0,194.0
17584,17585,2012,1,3,16,4,-8.0,41.17,1028.1,4.0,NW,59.0,0.0,0.0,123.0
17585,17586,2012,1,3,17,4,-8.0,41.17,1029.1,4.0,NW,65.0,0.0,0.0,86.0
17586,17587,2012,1,3,18,4,-11.0,34.88,1030.1,3.0,NW,71.0,0.0,0.0,85.0
17587,17588,2012,1,3,19,4,-13.0,29.69,1030.1,3.0,NW,78.0,0.0,0.0,63.0
17588,17589,2012,1,3,20,4,-12.0,34.56,1031.2,2.0,NW,84.0,0.0,0.0,58.0
17589,17590,2012,1,3,21,4,-12.0,34.56,1031.2,2.0,NW,90.0,0.0,0.0,64.0
17590,17591,2012,1,3,22,4,-11.0,37.45,1031.8,2.0,NW,96.0,0.0,0.0,79.0
17591,17592,2012,1,3,23,4,-10.0,40.55,1031.8,2.0,NW,102.0,0.0,0.0,85.0
17592,17593,2012,1,4,0,4,-10.0,43.57,1031.8,1.0,NW,109.0,0.0,0.0,97.0
17593,17594,2012,1,4,1,4,-10.0,46.84,1031.8,0.0,NW,114.0,0.0,0.0,85.0
17594,17595,2012,1,4,2,4,-10.0,46.84,1032.9,0.0,NW,120.0,0.0,0.0,81.0
17595,17596,2012,1,4,3,4,-9.0,50.68,1032.9,0.0,NW,126.0,0.0,0.0,105.0
17596,17597,2012,1,4,4,4,-9.0,54.51,1032.9,-1.0,NW,131.0,0.0,0.0,111.0
17597,17598,2012,1,4,5,4,-10.0,50.38,1032.9,-1.0,NW,136.0,0.0,0.0,105.0
17598,17599,2012,1,4,6,4,-10.0,50.38,1033.9,-1.0,NW,140.0,0.0,0.0,93.0
17599,17600,2012,1,4,7,4,-10.0,54.23,1034.9,-2.0,NW,145.0,0.0,0.0,88.0
17600,17601,2012,1,4,8,4,-10.0,50.38,1034.9,-1.0,NW,150.0,0.0,0.0,88.0
17601,17602,2012,1,4,9,4,-12.0,39.92,1035.9,0.0,NW,156.0,0.0,0.0,87.0
17602,17603,2012,1,4,10,4,-13.0,31.88,1035.9,2.0,NW,163.0,0.0,0.0,75.0
17603,17604,2012,1,4,11,4,-14.0,29.38,1034.9,2.0,NW,170.0,0.0,0.0,55.0
17604,17605,2012,1,4,12,4,-15.0,25.19,1033.9,3.0,NW,177.0,0.0,0.0,44.0
17605,17606,2012,1,4,13,4,-17.0,21.32,1032.9,3.0,NW,185.0,0.0,0.0,46.0
17606,17607,2012,1,4,14,4,-17.0,19.87,1032.9,4.0,NW,193.0,0.0,0.0,47.0
17607,17608,2012,1,4,15,4,-14.0,25.49,1032.9,4.0,NW,199.0,0.0,0.0,54.0
17608,17609,2012,1,4,16,4,-15.0,25.19,1032.9,3.0,NW,206.0,0.0,0.0,47.0
17609,17610,2012,1,4,17,4,-15.0,27.05,1032.9,2.0,NE,5.0,0.0,0.0,52.0
17610,17611,2012,1,4,18,4,-14.0,29.38,1033.9,2.0,NW,4.0,0.0,0.0,54.0
17611,17612,2012,1,4,19,4,-13.0,36.82,1033.9,0.0,NE,4.0,0.0,0.0,58.0
17612,17613,2012,1,4,20,4,-14.0,31.56,1033.9,1.0,NW,3.0,0.0,0.0,55.0
17613,17614,2012,1,4,21,4,-11.0,46.53,1033.9,-1.0,NE,4.0,0.0,0.0,64.0
17614,17615,2012,1,4,22,4,-10.0,50.38,1033.9,-1.0,NE,7.0,0.0,0.0,64.0
17615,17616,2012,1,4,23,4,-9.0,54.51,1033.9,-1.0,NE,10.0,0.0,0.0,49.0
17616,17617,2012,1,5,0,4,-8.0,63.45,1033.9,-2.0,NE,13.0,0.0,0.0,53.0
17617,17618,2012,1,5,1,4,-8.0,58.95,1032.9,-1.0,NE,17.0,0.0,0.0,51.0
17618,17619,2012,1,5,2,4,-8.0,58.95,1032.9,-1.0,NE,20.0,0.0,0.0,39.0
17619,17620,2012,1,5,3,4,-7.0,59.21,1031.8,0.0,NE,24.0,0.0,0.0,38.0
17620,17621,2012,1,5,4,4,-7.0,63.69,1032.9,-1.0,NW,2.0,0.0,0.0,38.0
17621,17622,2012,1,5,5,4,-7.0,63.69,1032.9,-1.0,NE,2.0,0.0,0.0,36.0
17622,17623,2012,1,5,6,4,-7.0,63.69,1032.9,-1.0,NE,5.0,0.0,0.0,38.0
17623,17624,2012,1,5,7,4,-8.0,54.8,1033.9,0.0,NW,3.0,0.0,0.0,46.0
17624,17625,2012,1,5,8,4,-11.0,43.26,1032.9,0.0,NW,6.0,0.0,0.0,50.0
17625,17626,2012,1,5,9,4,-11.0,40.24,1033.9,1.0,NW,9.0,0.0,0.0,49.0
17626,17627,2012,1,5,10,4,-11.0,37.45,1032.9,2.0,NE,3.0,0.0,0.0,49.0
17629,17630,2012,1,5,13,4,-11.0,30.31,1030.1,5.0,NW,4.0,0.0,0.0,50.0
17630,17631,2012,1,5,14,4,-12.0,26.09,1029.1,6.0,SW,2.0,0.0,0.0,50.0
17631,17632,2012,1,5,15,4,-13.0,24.06,1029.1,6.0,SW,4.0,0.0,0.0,59.0
17632,17633,2012,1,5,16,4,-14.0,23.77,1028.1,5.0,NW,2.0,0.0,0.0,60.0
17633,17634,2012,1,5,17,4,-13.0,27.66,1029.1,4.0,SW,3.0,0.0,0.0,71.0
17634,17635,2012,1,5,18,4,-12.0,32.19,1029.1,3.0,NW,2.0,0.0,0.0,84.0
17635,17636,2012,1,5,19,4,-12.0,32.19,1029.1,3.0,NW,4.0,0.0,0.0,72.0
17636,17637,2012,1,5,20,4,-12.0,34.56,1030.1,2.0,SW,2.0,0.0,0.0,64.0
17637,17638,2012,1,5,21,4,-4.0,55.91,1029.1,4.0,cv,2.0,0.0,0.0,50.0
17638,17639,2012,1,5,22,4,-3.0,64.66,1029.1,3.0,NE,2.0,0.0,0.0,48.0
17639,17640,2012,1,5,23,4,-3.0,64.66,1030.1,3.0,NE,3.0,0.0,0.0,45.0
17640,17641,2012,1,6,0,4,-3.0,64.66,1029.1,3.0,NE,4.0,0.0,0.0,49.0
17641,17642,2012,1,6,1,4,-3.0,64.66,1030.1,3.0,NE,7.0,0.0,0.0,52.0
17642,17643,2012,1,6,2,4,-2.0,69.64,1029.1,3.0,NE,11.0,0.0,0.0,53.0
17643,17644,2012,1,6,3,4,-3.0,64.66,1030.1,3.0,NE,14.0,0.0,0.0,50.0
17644,17645,2012,1,6,4,4,-3.0,64.66,1030.1,3.0,NE,17.0,0.0,0.0,57.0
17645,17646,2012,1,6,5,4,-4.0,60.0,1030.1,3.0,NE,20.0,0.0,0.0,56.0
17646,17647,2012,1,6,6,4,-4.0,60.0,1030.1,3.0,NE,22.0,0.0,0.0,56.0
17647,17648,2012,1,6,7,4,-5.0,51.84,1030.1,4.0,NE,25.0,0.0,0.0,58.0
17648,17649,2012,1,6,8,4,-4.0,55.91,1031.2,4.0,NE,28.0,0.0,0.0,43.0
17649,17650,2012,1,6,9,4,-3.0,60.25,1031.8,4.0,NE,32.0,0.0,0.0,42.0
17650,17651,2012,1,6,10,4,-3.0,56.18,1032.9,5.0,NE,36.0,0.0,0.0,41.0
17651,17652,2012,1,6,11,4,-6.0,44.8,1031.8,5.0,NE,39.0,0.0,0.0,34.0
17652,17653,2012,1,6,12,4,-6.0,41.79,1031.2,6.0,NE,43.0,0.0,0.0,43.0
17653,17654,2012,1,6,13,4,-7.0,38.7,1031.2,6.0,NE,48.0,0.0,0.0,42.0
17654,17655,2012,1,6,14,4,-7.0,36.13,1031.2,7.0,NE,50.0,0.0,0.0,31.0
17655,17656,2012,1,6,15,4,-5.0,42.1,1031.2,7.0,NE,54.0,0.0,0.0,35.0
17656,17657,2012,1,6,16,4,-5.0,42.1,1031.2,7.0,NE,58.0,0.0,0.0,29.0
17657,17658,2012,1,6,17,4,-4.0,48.63,1031.8,6.0,NE,61.0,0.0,0.0,31.0
17658,17659,2012,1,6,18,4,-3.0,52.41,1032.9,6.0,NE,65.0,0.0,0.0,34.0
17659,17660,2012,1,6,19,4,-2.0,60.51,1033.9,5.0,NE,71.0,0.0,0.0,39.0
17660,17661,2012,1,6,20,4,-2.0,64.9,1033.9,4.0,NE,75.0,0.0,0.0,39.0
17661,17662,2012,1,6,21,4,-3.0,64.66,1034.9,3.0,NE,79.0,0.0,0.0,44.0
17662,17663,2012,1,6,22,4,-2.0,74.78,1034.9,2.0,NE,82.0,0.0,0.0,41.0
17663,17664,2012,1,6,23,4,-3.0,74.59,1034.9,1.0,NE,85.0,0.0,0.0,44.0
17664,17665,2012,1,7,0,4,-3.0,74.59,1034.9,1.0,NW,3.0,0.0,0.0,46.0
17665,17666,2012,1,7,1,4,-2.0,86.37,1034.9,0.0,NE,2.0,0.0,0.0,52.0
17666,17667,2012,1,7,2,4,-2.0,80.34,1034.9,1.0,NE,4.0,0.0,0.0,52.0
17667,17668,2012,1,7,3,4,-2.0,86.37,1034.9,0.0,NE,8.0,0.0,0.0,53.0
17668,17669,2012,1,7,4,4,-2.0,86.37,1034.9,0.0,NE,11.0,0.0,0.0,43.0
17669,17670,2012,1,7,5,4,-3.0,80.19,1034.9,0.0,NE,13.0,0.0,0.0,47.0
17670,17671,2012,1,7,6,4,-3.0,80.19,1034.9,0.0,NE,15.0,0.0,0.0,56.0
17671,17672,2012,1,7,7,4,-3.0,80.19,1034.9,0.0,NE,18.0,0.0,0.0,57.0
17672,17673,2012,1,7,8,4,-1.0,80.49,1035.9,2.0,NE,21.0,0.0,0.0,65.0
17673,17674,2012,1,7,9,4,0.0,70.06,1036.9,5.0,NE,24.0,0.0,0.0,69.0
17674,17675,2012,1,7,10,4,0.0,61.01,1036.9,7.0,NE,27.0,0.0,0.0,57.0
17675,17676,2012,1,7,11,4,0.0,56.99,1035.9,8.0,NE,33.0,0.0,0.0,33.0
17676,17677,2012,1,7,12,4,0.0,56.99,1034.9,8.0,NE,38.0,0.0,0.0,27.0
17677,17678,2012,1,7,13,4,-1.0,52.98,1033.9,8.0,NE,42.0,0.0,0.0,27.0
17678,17679,2012,1,7,14,4,-2.0,49.22,1032.9,8.0,NE,47.0,0.0,0.0,22.0
17679,17680,2012,1,7,15,4,-2.0,49.22,1032.9,8.0,NE,51.0,0.0,0.0,26.0
17680,17681,2012,1,7,16,4,-1.0,52.98,1033.9,8.0,NE,55.0,0.0,0.0,27.0
17681,17682,2012,1,7,17,4,-2.0,52.7,1033.9,7.0,NE,59.0,0.0,0.0,27.0
17682,17683,2012,1,7,18,4,-1.0,60.76,1033.9,6.0,NE,62.0,0.0,0.0,37.0
17683,17684,2012,1,7,19,4,-1.0,60.76,1033.9,6.0,NE,67.0,0.0,0.0,33.0
17684,17685,2012,1,7,20,4,-1.0,60.76,1033.9,6.0,NE,72.0,0.0,0.0,43.0
17685,17686,2012,1,7,21,4,-1.0,60.76,1033.9,6.0,NE,76.0,0.0,0.0,33.0
17686,17687,2012,1,7,22,4,-1.0,60.76,1033.9,6.0,NE,80.0,0.0,0.0,32.0
17687,17688,2012,1,7,23,4,-1.0,60.76,1032.9,6.0,NE,84.0,0.0,0.0,25.0
17688,17689,2012,1,8,0,4,-1.0,60.76,1032.9,6.0,NE,88.0,0.0,0.0,26.0
17689,17690,2012,1,8,1,4,-1.0,60.76,1032.9,6.0,NE,91.0,0.0,0.0,24.0
17690,17691,2012,1,8,2,4,-1.0,60.76,1031.8,6.0,NE,94.0,0.0,0.0,15.0
17691,17692,2012,1,8,3,4,-1.0,60.76,1031.8,6.0,NE,97.0,0.0,0.0,16.0
17692,17693,2012,1,8,4,4,0.0,65.36,1031.8,6.0,NE,100.0,0.1,0.1,15.0
17693,17694,2012,1,8,5,4,1.0,70.27,1031.8,6.0,NE,103.0,0.1,0.2,14.0
17694,17695,2012,1,8,6,4,2.0,80.92,1031.8,5.0,NE,105.0,0.1,0.3,16.0
17695,17696,2012,1,8,7,4,2.0,80.92,1031.8,5.0,NE,107.0,0.3,0.6,21.0
17696,17697,2012,1,8,8,4,3.0,86.89,1032.9,5.0,NE,110.0,0.2,0.8,26.0
17697,17698,2012,1,8,9,4,3.0,81.06,1032.9,6.0,NE,112.0,0.1,0.9,24.0
17698,17699,2012,1,8,10,4,3.0,81.06,1032.9,6.0,NE,115.0,0.0,0.0,22.0
17699,17700,2012,1,8,11,4,3.0,75.67,1031.8,7.0,NE,117.0,0.0,0.0,24.0
17700,17701,2012,1,8,12,4,2.0,70.47,1031.2,7.0,NE,119.0,0.2,0.2,26.0
17701,17702,2012,1,8,13,4,3.0,81.06,1031.2,6.0,NE,121.0,0.1,0.3,27.0
17702,17703,2012,1,8,14,4,4.0,86.99,1030.1,6.0,NE,124.0,0.0,0.0,26.0
17703,17704,2012,1,8,15,4,3.0,75.67,1030.1,7.0,NE,128.0,0.0,0.0,30.0
17704,17705,2012,1,8,16,4,2.0,70.47,1030.1,7.0,NE,131.0,0.0,0.0,27.0
17705,17706,2012,1,8,17,4,2.0,70.47,1031.2,7.0,NE,135.0,0.0,0.0,35.0
17706,17707,2012,1,8,18,4,1.0,65.59,1031.2,7.0,NE,139.0,0.0,0.0,42.0
17707,17708,2012,1,8,19,4,2.0,75.49,1031.2,6.0,NE,143.0,0.0,0.0,40.0
17708,17709,2012,1,8,20,4,1.0,70.27,1031.8,6.0,NE,148.0,0.0,0.0,37.0
17709,17710,2012,1,8,21,4,0.0,65.36,1031.2,6.0,NE,152.0,0.0,0.0,39.0
17710,17711,2012,1,8,22,4,0.0,65.36,1031.2,6.0,NE,156.0,0.0,0.0,44.0
17711,17712,2012,1,8,23,4,0.0,65.36,1031.2,6.0,NE,159.0,0.0,0.0,43.0
