,No,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM2.5
26405,26406,2013,1,5,5,4,-21.0,77.21,1024.0,-18.0,cv,2.0,0.0,0.0,142.5
26408,26409,2013,1,5,8,4,-20.0,84.23,1026.0,-18.0,SW,2.0,0.0,0.0,74.0
26410,26411,2013,1,5,10,4,-16.0,72.02,1028.0,-12.0,SW,5.0,0.0,0.0,69.0
26411,26412,2013,1,5,11,4,-18.0,56.16,1027.0,-11.0,SW,7.0,0.0,0.0,48.5
26412,26413,2013,1,5,12,4,-17.0,52.17,1027.0,-9.0,SW,10.0,0.0,0.0,45.5
26413,26414,2013,1,5,13,4,-17.0,44.65,1026.0,-7.0,SW,11.0,0.0,0.0,37.5
26414,26415,2013,1,5,14,4,-18.0,44.33,1026.0,-8.0,NW,3.0,0.0,0.0,33.0
26415,26416,2013,1,5,15,4,-18.0,44.33,1027.0,-8.0,NW,5.0,0.0,0.0,28.5
26416,26417,2013,1,5,16,4,-18.0,47.93,1027.0,-9.0,SE,2.0,0.0,0.0,35.5
26417,26418,2013,1,5,17,4,-19.0,55.87,1028.0,-12.0,SW,2.0,0.0,0.0,66.0
26418,26419,2013,1,5,18,4,-19.0,60.58,1028.0,-13.0,SW,3.0,0.0,0.0,61.0
26419,26420,2013,1,5,19,4,-19.0,65.73,1029.0,-14.0,SW,4.0,0.0,0.0,44.5
26420,26421,2013,1,5,20,4,-20.0,71.16,1029.0,-16.0,SE,2.0,0.0,0.0,35.5
26421,26422,2013,1,5,21,4,-22.0,70.71,1029.0,-18.0,SE,4.0,0.0,0.0,98.5
26422,26423,2013,1,5,22,4,-23.0,70.49,1029.0,-19.0,SE,6.0,0.0,0.0,184.0
26427,26428,2013,1,6,3,4,-26.0,76.26,1029.0,-23.0,SE,13.0,0.0,0.0,187.0
26428,26429,2013,1,6,4,4,-24.0,76.65,1029.0,-21.0,cv,0.0,0.0,0.0,300.0
26429,26430,2013,1,6,5,4,-26.0,76.26,1029.0,-23.0,SE,1.0,0.0,0.0,253.0
26430,26431,2013,1,6,6,4,-26.0,76.26,1029.0,-23.0,SE,2.0,0.0,0.0,289.0
26431,26432,2013,1,6,7,4,-26.0,76.26,1029.0,-23.0,cv,1.0,0.0,0.0,402.0
26432,26433,2013,1,6,8,4,-25.0,76.46,1029.0,-22.0,SE,2.0,0.0,0.0,433.0
26433,26434,2013,1,6,9,4,-20.0,77.39,1029.0,-17.0,SE,4.0,0.0,0.0,447.0
26434,26435,2013,1,6,10,4,-18.0,71.6,1029.0,-14.0,cv,0.0,0.0,0.0,388.5
26435,26436,2013,1,6,11,4,-18.0,60.85,1029.0,-12.0,NE,1.0,0.0,0.0,294.5
26436,26437,2013,1,6,12,4,-17.0,52.17,1028.0,-9.0,cv,1.0,0.0,0.0,231.0
26437,26438,2013,1,6,13,4,-17.0,52.17,1027.0,-9.0,SW,2.0,0.0,0.0,187.0
26438,26439,2013,1,6,14,4,-18.0,44.33,1027.0,-8.0,SW,4.0,0.0,0.0,64.0
26439,26440,2013,1,6,15,4,-18.0,44.33,1026.0,-8.0,SW,6.0,0.0,0.0,47.0
26440,26441,2013,1,6,16,4,-18.0,47.93,1026.0,-9.0,cv,1.0,0.0,0.0,63.0
26441,26442,2013,1,6,17,4,-19.0,51.56,1026.0,-11.0,SE,1.0,0.0,0.0,58.5
26442,26443,2013,1,6,18,4,-20.0,60.3,1026.0,-14.0,SE,2.0,0.0,0.0,66.0
26443,26444,2013,1,6,19,4,-20.0,65.48,1026.0,-15.0,SE,3.0,0.0,0.0,191.0
26444,26445,2013,1,6,20,4,-20.0,65.48,1026.0,-15.0,SE,5.0,0.0,0.0,279.0
26445,26446,2013,1,6,21,4,-20.0,65.48,1026.0,-15.0,SE,7.0,0.0,0.0,334.5
26446,26447,2013,1,6,22,4,-21.0,65.23,1026.0,-16.0,SE,9.0,0.0,0.0,305.0
26447,26448,2013,1,6,23,4,-21.0,65.23,1026.0,-16.0,SE,11.0,0.0,0.0,390.0
26448,26449,2013,1,7,0,4,-22.0,70.71,1026.0,-18.0,NE,2.0,0.0,0.0,450.5
26449,26450,2013,1,7,1,4,-23.0,70.49,1025.0,-19.0,NE,4.0,0.0,0.0,369.5
26450,26451,2013,1,7,2,4,-24.0,70.26,1025.0,-20.0,NE,8.0,0.0,0.0,255.0
26451,26452,2013,1,7,3,4,-24.0,70.26,1025.0,-20.0,NE,11.0,0.0,0.0,205.0
26452,26453,2013,1,7,4,4,-24.0,70.26,1025.0,-20.0,NE,16.0,0.0,0.0,186.0
26453,26454,2013,1,7,5,4,-24.0,70.26,1025.0,-20.0,NE,20.0,0.0,0.0,180.0
26454,26455,2013,1,7,6,4,-24.0,76.65,1025.0,-21.0,NE,23.0,0.0,0.0,182.5
26455,26456,2013,1,7,7,4,-24.0,76.65,1025.0,-21.0,NE,28.0,0.0,0.0,195.5
26456,26457,2013,1,7,8,4,-24.0,70.26,1025.0,-20.0,NE,31.0,0.0,0.0,229.0
26457,26458,2013,1,7,9,4,-22.0,70.71,1025.0,-18.0,NE,35.0,0.0,0.0,273.5
26460,26461,2013,1,7,12,4,-16.0,66.47,1025.0,-11.0,NE,43.0,0.0,0.0,223.0
26461,26462,2013,1,7,13,4,-14.0,66.95,1024.0,-9.0,NW,2.0,0.0,0.0,195.0
26462,26463,2013,1,7,14,4,-13.0,62.18,1025.0,-7.0,cv,1.0,0.0,0.0,160.0
26463,26464,2013,1,7,15,4,-14.0,61.92,1025.0,-8.0,cv,2.0,0.0,0.0,139.0
26464,26465,2013,1,7,16,4,-14.0,61.92,1025.0,-8.0,NW,2.0,0.0,0.0,172.0
26465,26466,2013,1,7,17,4,-14.0,66.95,1026.0,-9.0,NE,1.0,0.0,0.0,215.0
26466,26467,2013,1,7,18,4,-16.0,61.39,1026.0,-10.0,NW,2.0,0.0,0.0,163.0
26468,26469,2013,1,7,20,4,-18.0,65.98,1028.0,-13.0,NW,3.0,0.0,0.0,93.0
26469,26470,2013,1,7,21,4,-19.0,60.58,1028.0,-13.0,NE,5.0,0.0,0.0,69.5
26470,26471,2013,1,7,22,4,-20.0,65.48,1029.0,-15.0,NW,3.0,0.0,0.0,90.0
26471,26472,2013,1,7,23,4,-20.0,65.48,1029.0,-15.0,NE,3.0,0.0,0.0,70.0
26472,26473,2013,1,8,0,4,-21.0,70.94,1029.0,-17.0,NE,5.0,0.0,0.0,68.5
26474,26475,2013,1,8,2,4,-23.0,76.84,1030.0,-20.0,SE,1.0,0.0,0.0,60.5
26475,26476,2013,1,8,3,4,-23.0,76.84,1030.0,-20.0,NE,1.0,0.0,0.0,95.0
26476,26477,2013,1,8,4,4,-25.0,76.46,1030.0,-22.0,NE,2.0,0.0,0.0,120.0
26477,26478,2013,1,8,5,4,-25.0,76.46,1030.0,-22.0,NE,3.0,0.0,0.0,120.5
26478,26479,2013,1,8,6,4,-27.0,76.07,1030.0,-24.0,SE,1.0,0.0,0.0,140.5
26479,26480,2013,1,8,7,4,-27.0,76.07,1031.0,-24.0,SE,2.0,0.0,0.0,135.5
26480,26481,2013,1,8,8,4,-27.0,76.07,1032.0,-24.0,SW,1.0,0.0,0.0,111.0
26482,26483,2013,1,8,10,4,-21.0,77.21,1033.0,-18.0,SW,4.0,0.0,0.0,119.5
26484,26485,2013,1,8,12,4,-21.0,55.28,1032.0,-14.0,SW,10.0,0.0,0.0,67.0
26485,26486,2013,1,8,13,4,-21.0,55.28,1031.0,-14.0,NW,3.0,0.0,0.0,50.0
26486,26487,2013,1,8,14,4,-22.0,46.66,1031.0,-13.0,SW,2.0,0.0,0.0,34.5
26487,26488,2013,1,8,15,4,-23.0,46.33,1031.0,-14.0,SW,5.0,0.0,0.0,29.5
26488,26489,2013,1,8,16,4,-23.0,50.31,1031.0,-15.0,SW,7.0,0.0,0.0,24.5
26490,26491,2013,1,8,18,4,-24.0,59.18,1030.0,-18.0,SW,11.0,0.0,0.0,138.0
26491,26492,2013,1,8,19,4,-24.0,59.18,1030.0,-18.0,SE,2.0,0.0,0.0,150.5
26492,26493,2013,1,8,20,4,-23.0,64.72,1030.0,-18.0,SE,4.0,0.0,0.0,162.5
26493,26494,2013,1,8,21,4,-26.0,69.79,1030.0,-22.0,SE,6.0,0.0,0.0,113.0
26494,26495,2013,1,8,22,4,-26.0,69.79,1030.0,-22.0,SE,7.0,0.0,0.0,191.5
26495,26496,2013,1,8,23,4,-26.0,76.26,1030.0,-23.0,SE,9.0,0.0,0.0,211.0
26496,26497,2013,1,9,0,4,-27.0,76.07,1030.0,-24.0,SE,11.0,0.0,0.0,193.5
26497,26498,2013,1,9,1,4,-28.0,69.32,1031.0,-24.0,cv,1.0,0.0,0.0,194.5
26498,26499,2013,1,9,2,4,-28.0,75.87,1031.0,-25.0,SE,2.0,0.0,0.0,193.5
26499,26500,2013,1,9,3,4,-28.0,75.87,1030.0,-25.0,SE,3.0,0.0,0.0,192.0
26500,26501,2013,1,9,4,4,-29.0,69.08,1030.0,-25.0,SE,4.0,0.0,0.0,152.5
26501,26502,2013,1,9,5,4,-28.0,69.32,1030.0,-24.0,SW,2.0,0.0,0.0,72.0
26502,26503,2013,1,9,6,4,-29.0,69.08,1030.0,-25.0,SE,2.0,0.0,0.0,144.0
26503,26504,2013,1,9,7,4,-29.0,69.08,1030.0,-25.0,SE,4.0,0.0,0.0,299.0
26505,26506,2013,1,9,9,4,-25.0,70.03,1030.0,-21.0,SE,6.0,0.0,0.0,196.0
26506,26507,2013,1,9,10,4,-23.0,64.72,1030.0,-18.0,SW,2.0,0.0,0.0,288.0
26507,26508,2013,1,9,11,4,-22.0,59.74,1029.0,-16.0,SW,4.0,0.0,0.0,175.5
26509,26510,2013,1,9,13,4,-23.0,42.7,1028.0,-13.0,SW,10.0,0.0,0.0,58.5
26511,26512,2013,1,9,15,4,-23.0,39.38,1028.0,-12.0,SW,14.0,0.0,0.0,41.5
26512,26513,2013,1,9,16,4,-23.0,39.38,1028.0,-12.0,SW,16.0,0.0,0.0,44.5
26515,26516,2013,1,9,19,4,-24.0,50.0,1028.0,-16.0,SE,6.0,0.0,0.0,103.5
26516,26517,2013,1,9,20,4,-25.0,54.07,1028.0,-18.0,SE,8.0,0.0,0.0,156.0
26517,26518,2013,1,9,21,4,-26.0,58.6,1028.0,-20.0,SE,10.0,0.0,0.0,209.5
26518,26519,2013,1,9,22,4,-27.0,58.31,1029.0,-21.0,SE,12.0,0.0,0.0,227.0
26519,26520,2013,1,9,23,4,-26.0,69.79,1029.0,-22.0,SE,14.0,0.0,0.0,221.5
26520,26521,2013,1,10,0,4,-27.0,63.66,1029.0,-22.0,SE,15.0,0.0,0.0,213.0
26521,26522,2013,1,10,1,4,-27.0,69.56,1029.0,-23.0,cv,1.0,0.0,0.0,180.5
26522,26523,2013,1,10,2,4,-26.0,69.79,1029.0,-22.0,cv,1.0,0.0,0.0,195.5
26523,26524,2013,1,10,3,4,-27.0,63.66,1029.0,-22.0,NE,3.0,0.0,0.0,246.5
26524,26525,2013,1,10,4,4,-26.0,69.79,1028.0,-22.0,SE,1.0,0.0,0.0,263.5
26525,26526,2013,1,10,5,4,-24.0,64.46,1028.0,-19.0,SE,4.0,0.0,0.0,304.0
26526,26527,2013,1,10,6,4,-27.0,69.56,1029.0,-23.0,NE,6.0,0.0,0.0,313.0
26528,26529,2013,1,10,8,4,-27.0,69.56,1030.0,-23.0,NE,14.0,0.0,0.0,337.0
26529,26530,2013,1,10,9,4,-25.0,70.03,1030.0,-21.0,NE,18.0,0.0,0.0,370.5
26530,26531,2013,1,10,10,4,-22.0,64.97,1030.0,-17.0,NE,21.0,0.0,0.0,316.5
26531,26532,2013,1,10,11,4,-20.0,60.3,1029.0,-14.0,NE,24.0,0.0,0.0,276.5
26532,26533,2013,1,10,12,4,-18.0,60.85,1029.0,-12.0,NE,26.0,0.0,0.0,233.0
26533,26534,2013,1,10,13,4,-16.0,61.39,1028.0,-10.0,NE,29.0,0.0,0.0,174.0
26535,26536,2013,1,10,15,4,-15.0,57.02,1028.0,-8.0,NE,35.0,0.0,0.0,93.0
26536,26537,2013,1,10,16,4,-16.0,56.74,1028.0,-9.0,NE,38.0,0.0,0.0,110.0
26537,26538,2013,1,10,17,4,-17.0,61.12,1028.0,-11.0,NE,41.0,0.0,0.0,134.5
26538,26539,2013,1,10,18,4,-17.0,56.45,1028.0,-10.0,SE,2.0,0.0,0.0,216.0
26539,26540,2013,1,10,19,4,-17.0,61.12,1028.0,-11.0,SE,3.0,0.0,0.0,277.5
26541,26542,2013,1,10,21,4,-18.0,60.85,1028.0,-12.0,SE,2.0,0.0,0.0,290.5
26542,26543,2013,1,10,22,4,-19.0,60.58,1027.0,-13.0,SE,4.0,0.0,0.0,292.5
26543,26544,2013,1,10,23,4,-18.0,60.85,1027.0,-12.0,SE,7.0,0.0,0.0,268.0
26544,26545,2013,1,11,0,4,-15.0,61.65,1027.0,-9.0,SE,9.0,0.0,0.0,244.0
26545,26546,2013,1,11,1,4,-13.0,67.19,1026.0,-8.0,SE,11.0,0.0,0.0,201.5
26552,26553,2013,1,11,8,4,-11.0,67.65,1025.0,-6.0,SE,29.0,0.0,0.0,84.5
26554,26555,2013,1,11,10,4,-9.0,68.11,1024.0,-4.0,SW,4.0,0.0,0.0,82.5
26555,26556,2013,1,11,11,4,-9.0,63.2,1023.0,-3.0,SE,5.0,0.0,0.0,80.0
26556,26557,2013,1,11,12,4,-8.0,63.45,1022.0,-2.0,SW,5.0,0.0,0.0,88.0
26557,26558,2013,1,11,13,4,-7.0,68.56,1021.0,-2.0,SW,10.0,0.0,0.0,102.0
26558,26559,2013,1,11,14,4,-7.0,68.56,1020.0,-2.0,SW,14.0,0.0,0.0,138.5
26559,26560,2013,1,11,15,4,-6.0,74.03,1020.0,-2.0,SW,17.0,0.2,0.2,181.0
26561,26562,2013,1,11,17,4,-4.0,92.79,1020.0,-3.0,SW,23.0,1.1,1.9,177.0
26562,26563,2013,1,11,18,4,-4.0,100.0,1021.0,-4.0,SW,27.0,0.5,2.4,273.5
26563,26564,2013,1,11,19,4,-6.0,92.67,1022.0,-5.0,SW,30.0,0.5,2.9,366.5
26564,26565,2013,1,11,20,4,-9.0,92.48,1022.0,-8.0,NW,5.0,0.0,0.0,315.0
26565,26566,2013,1,11,21,4,-10.0,92.42,1022.0,-9.0,NW,9.0,0.0,0.0,171.5
26566,26567,2013,1,11,22,4,-12.0,85.23,1023.0,-10.0,NW,13.0,0.0,0.0,167.0
26567,26568,2013,1,11,23,4,-14.0,84.99,1024.0,-12.0,NW,17.0,0.0,0.0,186.5
26568,26569,2013,1,12,0,4,-15.0,84.87,1024.0,-13.0,NW,20.0,0.0,0.0,168.5
26569,26570,2013,1,12,1,4,-16.0,84.74,1025.0,-14.0,NW,23.0,0.0,0.0,164.5
26570,26571,2013,1,12,2,4,-16.0,84.74,1025.0,-14.0,NW,24.0,0.0,0.0,169.0
26571,26572,2013,1,12,3,4,-16.0,84.74,1024.0,-14.0,cv,1.0,0.0,0.0,171.5
26572,26573,2013,1,12,4,4,-16.0,84.74,1024.0,-14.0,SE,2.0,0.0,0.0,181.5
26573,26574,2013,1,12,5,4,-17.0,84.62,1024.0,-15.0,cv,1.0,0.0,0.0,195.5
26574,26575,2013,1,12,6,4,-17.0,84.62,1023.0,-15.0,cv,2.0,0.0,0.0,202.0
26577,26578,2013,1,12,9,4,-18.0,84.49,1023.0,-16.0,SW,1.0,0.0,0.0,214.0
26578,26579,2013,1,12,10,4,-16.0,92.02,1023.0,-15.0,cv,0.0,0.0,0.0,234.5
26579,26580,2013,1,12,11,4,-14.0,84.99,1023.0,-12.0,cv,0.0,0.0,0.0,246.5
26580,26581,2013,1,12,12,4,-13.0,92.22,1023.0,-12.0,SW,4.0,0.0,0.0,223.0
26581,26582,2013,1,12,13,4,-13.0,85.11,1023.0,-11.0,SW,6.0,0.0,0.0,202.5
26582,26583,2013,1,12,14,4,-13.0,85.11,1024.0,-11.0,SW,9.0,0.0,0.0,209.0
26583,26584,2013,1,12,15,4,-13.0,78.61,1025.0,-10.0,SW,11.0,0.0,0.0,156.0
26584,26585,2013,1,12,16,4,-13.0,85.11,1025.0,-11.0,SW,12.0,0.0,0.0,167.0
26585,26586,2013,1,12,17,4,-15.0,84.87,1026.0,-13.0,SW,14.0,0.0,0.0,246.0
26587,26588,2013,1,12,19,4,-19.0,84.36,1027.0,-17.0,cv,1.0,0.0,0.0,319.5
26588,26589,2013,1,12,20,4,-18.0,84.49,1027.0,-16.0,NE,2.0,0.0,0.0,337.0
26589,26590,2013,1,12,21,4,-18.0,84.49,1028.0,-16.0,NE,6.0,0.0,0.0,272.0
26590,26591,2013,1,12,22,4,-20.0,84.23,1028.0,-18.0,NE,10.0,0.0,0.0,251.0
26591,26592,2013,1,12,23,4,-20.0,84.23,1027.0,-18.0,NE,14.0,0.0,0.0,285.5
26593,26594,2013,1,13,1,4,-21.0,84.09,1028.0,-19.0,NE,19.0,0.0,0.0,335.5
26594,26595,2013,1,13,2,4,-22.0,77.02,1028.0,-19.0,NE,23.0,0.0,0.0,385.0
