No,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM2.5
58,2010,1,3,9,4,-11.0,85.0,1023.0,-9.0,SE,93.86,0.7,6.9,78.0
59,2010,1,3,10,4,-11.0,85.0,1023.0,-9.0,SE,97.88,0.4,7.3,98.0
60,2010,1,3,11,4,-11.0,85.0,1022.0,-9.0,SE,102.8,0.5,7.8,107.0
61,2010,1,3,12,4,-11.0,85.0,1021.0,-9.0,SE,105.93,1.1,8.9,90.0
62,2010,1,3,13,4,-11.0,85.0,1020.0,-9.0,SE,111.74,0.5,9.4,96.0
63,2010,1,3,14,4,-11.0,85.0,1020.0,-9.0,SE,116.66,0.3,9.7,95.0
64,2010,1,3,15,4,-11.0,85.0,1020.0,-9.0,SE,121.58,0.5,10.2,86.0
65,2010,1,3,16,4,-11.0,85.0,1020.0,-9.0,SE,124.71,0.2,10.4,70.0
66,2010,1,3,17,4,-11.0,85.0,1020.0,-9.0,SE,127.84,0.1,10.5,61.0
67,2010,1,3,18,4,-11.0,85.0,1021.0,-9.0,cv,0.89,0.4,10.9,53.0
68,2010,1,3,19,4,-11.0,85.0,1022.0,-9.0,cv,1.78,0.3,11.2,71.0
69,2010,1,3,20,4,-10.0,92.0,1022.0,-9.0,NW,4.02,0.0,0.0,72.0
70,2010,1,3,21,4,-11.0,92.0,1023.0,-10.0,NW,7.15,0.0,0.0,76.0
71,2010,1,3,22,4,-11.0,85.0,1023.0,-9.0,NW,11.17,0.0,0.0,73.0
72,2010,1,3,23,4,-12.0,92.0,1023.0,-11.0,NW,14.3,0.0,0.0,79.0
73,2010,1,4,0,4,-14.0,85.0,1023.0,-12.0,NW,16.09,0.0,0.0,58.0
74,2010,1,4,1,4,-16.0,56.0,1023.0,-9.0,NW,21.9,0.0,0.0,25.0
75,2010,1,4,2,4,-17.0,56.0,1024.0,-10.0,NW,29.95,0.0,0.0,26.0
76,2010,1,4,3,4,-18.0,56.0,1024.0,-11.0,NW,39.78,0.0,0.0,28.0
77,2010,1,4,4,4,-19.0,51.0,1025.0,-11.0,NW,48.72,0.0,0.0,26.0
78,2010,1,4,5,4,-20.0,51.0,1026.0,-12.0,NW,55.87,0.0,0.0,20.0
79,2010,1,4,6,4,-21.0,47.0,1027.0,-12.0,NW,64.81,0.0,0.0,29.0
80,2010,1,4,7,4,-21.0,51.0,1027.0,-13.0,NW,73.75,0.0,0.0,26.0
81,2010,1,4,8,4,-22.0,46.0,1028.0,-13.0,NW,80.9,0.0,0.0,27.0
82,2010,1,4,9,4,-22.0,46.0,1029.0,-13.0,NW,90.73,0.0,0.0,27.0
83,2010,1,4,10,4,-22.0,43.0,1030.0,-12.0,NW,100.56,0.0,0.0,25.0
84,2010,1,4,11,4,-23.0,39.0,1031.0,-12.0,NW,108.61,0.0,0.0,29.0
85,2010,1,4,12,4,-21.0,43.0,1030.0,-11.0,NW,117.55,0.0,0.0,32.0
86,2010,1,4,13,4,-20.0,43.0,1030.0,-10.0,NW,127.38,0.0,0.0,28.0
87,2010,1,4,14,4,-21.0,40.0,1030.0,-10.0,NW,136.32,0.0,0.0,29.0
88,2010,1,4,15,4,-21.0,37.0,1030.0,-9.0,NW,145.26,0.0,0.0,30.0
89,2010,1,4,16,4,-21.0,37.0,1031.0,-9.0,NW,152.41,0.0,0.0,30.0
90,2010,1,4,17,4,-20.0,47.0,1032.0,-11.0,NW,159.56,0.0,0.0,28.0
91,2010,1,4,18,4,-23.0,36.0,1032.0,-11.0,NW,165.37,0.0,0.0,26.0
92,2010,1,4,19,4,-21.0,47.0,1033.0,-12.0,NW,171.18,0.0,0.0,31.0
93,2010,1,4,20,4,-24.0,36.0,1034.0,-12.0,NW,180.12,0.0,0.0,33.0
94,2010,1,4,21,4,-24.0,39.0,1034.0,-13.0,NW,187.27,0.0,0.0,29.0
95,2010,1,4,22,4,-24.0,39.0,1035.0,-13.0,NW,195.32,0.0,0.0,31.0
96,2010,1,4,23,4,-26.0,38.0,1035.0,-15.0,NW,198.45,0.0,0.0,30.0
97,2010,1,5,0,4,-26.0,45.0,1035.0,-17.0,NW,201.58,0.0,0.0,34.0
98,2010,1,5,1,4,-26.0,49.0,1035.0,-18.0,NW,205.6,0.0,0.0,27.0
99,2010,1,5,2,4,-26.0,53.0,1035.0,-19.0,NW,208.73,0.0,0.0,25.0
100,2010,1,5,3,4,-27.0,45.0,1035.0,-18.0,NW,213.65,0.0,0.0,28.0
101,2010,1,5,4,4,-27.0,49.0,1035.0,-19.0,NW,218.57,0.0,0.0,28.0
102,2010,1,5,5,4,-27.0,38.0,1034.0,-16.0,NE,4.92,0.0,0.0,27.0
103,2010,1,5,6,4,-26.0,41.0,1035.0,-16.0,NE,8.05,0.0,0.0,27.0
104,2010,1,5,7,4,-27.0,38.0,1034.0,-16.0,NE,13.86,0.0,0.0,27.0
105,2010,1,5,8,4,-26.0,41.0,1035.0,-16.0,NE,18.78,0.0,0.0,29.0
106,2010,1,5,9,4,-26.0,38.0,1035.0,-15.0,NE,24.59,0.0,0.0,36.0
107,2010,1,5,10,4,-25.0,38.0,1035.0,-14.0,NE,29.51,0.0,0.0,30.0
108,2010,1,5,11,4,-25.0,35.0,1035.0,-13.0,NE,34.43,0.0,0.0,27.0
109,2010,1,5,12,4,-25.0,33.0,1034.0,-12.0,NE,39.35,0.0,0.0,39.0
110,2010,1,5,13,4,-24.0,33.0,1032.0,-11.0,NE,41.14,0.0,0.0,41.0
111,2010,1,5,14,4,-22.0,39.0,1032.0,-11.0,cv,0.89,0.0,0.0,33.0
112,2010,1,5,15,4,-23.0,36.0,1031.0,-11.0,NW,1.79,0.0,0.0,50.0
113,2010,1,5,16,4,-24.0,33.0,1031.0,-11.0,NW,3.58,0.0,0.0,56.0
114,2010,1,5,17,4,-23.0,36.0,1031.0,-11.0,NW,5.37,0.0,0.0,59.0
115,2010,1,5,18,4,-23.0,36.0,1032.0,-11.0,NW,7.16,0.0,0.0,60.0
116,2010,1,5,19,4,-22.0,46.0,1033.0,-13.0,NW,10.29,0.0,0.0,84.0
117,2010,1,5,20,4,-22.0,43.0,1033.0,-12.0,NW,13.42,0.0,0.0,106.0
118,2010,1,5,21,4,-24.0,59.0,1033.0,-18.0,NW,16.55,0.0,0.0,66.0
119,2010,1,5,22,4,-22.0,46.0,1034.0,-13.0,NW,20.57,0.0,0.0,50.0
120,2010,1,5,23,4,-22.0,59.0,1033.0,-16.0,NW,23.7,0.0,0.0,56.0
121,2010,1,6,0,4,-25.0,49.0,1033.0,-17.0,NW,26.83,0.0,0.0,77.0
122,2010,1,6,1,4,-25.0,38.0,1033.0,-14.0,NE,4.02,0.0,0.0,50.0
123,2010,1,6,2,4,-26.0,35.0,1034.0,-14.0,NE,8.04,0.0,0.0,44.0
124,2010,1,6,3,4,-26.0,35.0,1033.0,-14.0,NE,13.85,0.0,0.0,27.0
125,2010,1,6,4,4,-26.0,35.0,1033.0,-14.0,NE,17.87,0.0,0.0,28.0
126,2010,1,6,5,4,-26.0,35.0,1033.0,-14.0,NE,23.68,0.0,0.0,21.0
127,2010,1,6,6,4,-26.0,35.0,1033.0,-14.0,NE,28.6,0.0,0.0,25.0
128,2010,1,6,7,4,-26.0,38.0,1034.0,-15.0,NE,33.52,0.0,0.0,20.0
129,2010,1,6,8,4,-26.0,35.0,1034.0,-14.0,NE,39.33,0.0,0.0,29.0
130,2010,1,6,9,4,-25.0,35.0,1035.0,-13.0,NE,44.25,0.0,0.0,34.0
131,2010,1,6,10,4,-25.0,33.0,1035.0,-12.0,NE,50.06,0.0,0.0,42.0
132,2010,1,6,11,4,-24.0,33.0,1035.0,-11.0,NE,54.98,0.0,0.0,28.0
133,2010,1,6,12,4,-24.0,30.0,1034.0,-10.0,NE,59.0,0.0,0.0,36.0
134,2010,1,6,13,4,-22.0,36.0,1033.0,-10.0,NW,4.02,0.0,0.0,48.0
135,2010,1,6,14,4,-22.0,34.0,1033.0,-9.0,NW,5.81,0.0,0.0,49.0
136,2010,1,6,15,4,-22.0,31.0,1033.0,-8.0,cv,0.89,0.0,0.0,52.0
137,2010,1,6,16,4,-22.0,31.0,1033.0,-8.0,NW,1.79,0.0,0.0,56.0
138,2010,1,6,17,4,-21.0,37.0,1033.0,-9.0,NW,3.58,0.0,0.0,96.0
139,2010,1,6,18,4,-22.0,34.0,1033.0,-9.0,NW,5.37,0.0,0.0,75.0
140,2010,1,6,19,4,-22.0,50.0,1034.0,-14.0,cv,0.89,0.0,0.0,105.0
141,2010,1,6,20,4,-22.0,43.0,1035.0,-12.0,NW,1.79,0.0,0.0,132.0
142,2010,1,6,21,4,-21.0,55.0,1034.0,-14.0,NW,3.58,0.0,0.0,93.0
143,2010,1,6,22,4,-22.0,59.0,1035.0,-16.0,NW,5.37,0.0,0.0,131.0
144,2010,1,6,23,4,-21.0,65.0,1035.0,-16.0,NW,7.16,0.0,0.0,127.0
145,2010,1,7,0,4,-21.0,65.0,1035.0,-16.0,NW,8.95,0.0,0.0,130.0
146,2010,1,7,1,4,-21.0,65.0,1035.0,-16.0,cv,0.45,0.0,0.0,43.0
147,2010,1,7,2,4,-22.0,70.0,1036.0,-18.0,cv,1.34,0.0,0.0,37.0
148,2010,1,7,3,4,-23.0,50.0,1036.0,-15.0,NW,4.02,0.0,0.0,30.0
149,2010,1,7,4,4,-24.0,50.0,1035.0,-16.0,NW,7.15,0.0,0.0,28.0
150,2010,1,7,5,4,-25.0,42.0,1035.0,-15.0,NW,10.28,0.0,0.0,24.0
151,2010,1,7,6,4,-24.0,46.0,1035.0,-15.0,NW,14.3,0.0,0.0,23.0
152,2010,1,7,7,4,-25.0,35.0,1036.0,-13.0,NE,4.92,0.0,0.0,24.0
153,2010,1,7,8,4,-24.0,42.0,1036.0,-14.0,NW,4.02,0.0,0.0,27.0
154,2010,1,7,9,4,-23.0,39.0,1036.0,-12.0,NW,8.94,0.0,0.0,40.0
155,2010,1,7,10,4,-22.0,39.0,1036.0,-11.0,NW,12.96,0.0,0.0,42.0
156,2010,1,7,11,4,-20.0,43.0,1036.0,-10.0,NW,16.09,0.0,0.0,42.0
157,2010,1,7,12,4,-21.0,37.0,1035.0,-9.0,NW,19.22,0.0,0.0,55.0
158,2010,1,7,13,4,-21.0,34.0,1034.0,-8.0,NW,21.01,0.0,0.0,52.0
159,2010,1,7,14,4,-20.0,34.0,1033.0,-7.0,NW,22.8,0.0,0.0,51.0
160,2010,1,7,15,4,-20.0,34.0,1032.0,-7.0,NW,24.59,0.0,0.0,57.0
161,2010,1,7,16,4,-18.0,44.0,1032.0,-8.0,NW,26.38,0.0,0.0,50.0
162,2010,1,7,17,4,-19.0,44.0,1032.0,-9.0,NW,28.17,0.0,0.0,54.0
163,2010,1,7,18,4,-19.0,51.0,1032.0,-11.0,NE,0.89,0.0,0.0,67.0
164,2010,1,7,19,4,-18.0,56.0,1033.0,-11.0,NW,1.79,0.0,0.0,106.0
165,2010,1,7,20,4,-19.0,71.0,1032.0,-15.0,NE,1.79,0.0,0.0,159.0
166,2010,1,7,21,4,-19.0,65.0,1032.0,-14.0,cv,0.45,0.0,0.0,198.0
167,2010,1,7,22,4,-21.0,55.0,1032.0,-14.0,cv,1.34,0.0,0.0,190.0
168,2010,1,7,23,4,-21.0,65.0,1032.0,-16.0,cv,2.23,0.0,0.0,210.0
169,2010,1,8,0,4,-21.0,71.0,1031.0,-17.0,NW,1.79,0.0,0.0,195.0
170,2010,1,8,1,4,-19.0,77.0,1031.0,-16.0,NW,3.58,0.0,0.0,275.0
171,2010,1,8,2,4,-20.0,71.0,1031.0,-16.0,NE,0.89,0.0,0.0,164.0
172,2010,1,8,3,4,-19.0,71.0,1030.0,-15.0,SE,0.89,0.0,0.0,110.0
173,2010,1,8,4,4,-18.0,77.0,1030.0,-15.0,cv,0.45,0.0,0.0,100.0
174,2010,1,8,5,4,-18.0,77.0,1029.0,-15.0,cv,1.34,0.0,0.0,81.0
175,2010,1,8,6,4,-18.0,77.0,1029.0,-15.0,NW,1.79,0.0,0.0,71.0
176,2010,1,8,7,4,-16.0,78.0,1029.0,-13.0,NE,0.89,0.0,0.0,66.0
177,2010,1,8,8,4,-16.0,72.0,1029.0,-12.0,SE,0.89,0.0,0.0,92.0
178,2010,1,8,9,4,-16.0,72.0,1030.0,-12.0,SE,1.78,0.0,0.0,135.0
179,2010,1,8,10,4,-17.0,56.0,1030.0,-10.0,NE,0.89,0.0,0.0,155.0
180,2010,1,8,11,4,-16.0,61.0,1029.0,-10.0,cv,0.89,0.0,0.0,198.0
181,2010,1,8,12,4,-16.0,56.0,1028.0,-9.0,SE,3.13,0.0,0.0,250.0
182,2010,1,8,13,4,-15.0,57.0,1026.0,-8.0,SE,4.92,0.0,0.0,200.0
183,2010,1,8,14,4,-16.0,52.0,1026.0,-8.0,cv,0.89,0.0,0.0,231.0
184,2010,1,8,15,4,-16.0,52.0,1025.0,-8.0,cv,1.78,0.0,0.0,250.0
185,2010,1,8,16,4,-16.0,52.0,1025.0,-8.0,cv,2.67,0.0,0.0,212.0
186,2010,1,8,17,4,-17.0,48.0,1025.0,-8.0,SE,0.89,0.0,0.0,219.0
187,2010,1,8,18,4,-17.0,52.0,1026.0,-9.0,cv,0.45,0.0,0.0,227.0
188,2010,1,8,19,4,-17.0,61.0,1026.0,-11.0,cv,1.34,0.0,0.0,226.0
189,2010,1,8,20,4,-17.0,66.0,1026.0,-12.0,cv,1.79,0.0,0.0,225.0
190,2010,1,8,21,4,-18.0,71.0,1027.0,-14.0,NW,1.79,0.0,0.0,168.0
191,2010,1,8,22,4,-16.0,56.0,1027.0,-9.0,NW,4.92,0.0,0.0,169.0
192,2010,1,8,23,4,-16.0,66.0,1027.0,-11.0,NW,6.71,0.0,0.0,165.0
193,2010,1,9,0,4,-17.0,71.0,1027.0,-13.0,cv,0.89,0.0,0.0,159.0
194,2010,1,9,1,4,-17.0,71.0,1027.0,-13.0,NW,3.13,0.0,0.0,167.0
195,2010,1,9,2,4,-17.0,77.0,1027.0,-14.0,NW,4.92,0.0,0.0,196.0
196,2010,1,9,3,4,-17.0,84.0,1027.0,-15.0,NW,8.05,0.0,0.0,169.0
197,2010,1,9,4,4,-17.0,71.0,1027.0,-13.0,NW,9.84,0.0,0.0,155.0
198,2010,1,9,5,4,-19.0,77.0,1027.0,-16.0,NW,13.86,0.0,0.0,119.0
199,2010,1,9,6,4,-18.0,77.0,1027.0,-15.0,NW,17.88,0.0,0.0,106.0
200,2010,1,9,7,4,-19.0,71.0,1027.0,-15.0,NW,21.9,0.0,0.0,93.0
201,2010,1,9,8,4,-18.0,71.0,1028.0,-14.0,NW,25.92,0.0,0.0,84.0
202,2010,1,9,9,4,-18.0,48.0,1029.0,-9.0,NE,5.81,0.0,0.0,73.0
203,2010,1,9,10,4,-17.0,44.0,1029.0,-7.0,NE,11.62,0.0,0.0,66.0
204,2010,1,9,11,4,-17.0,41.0,1030.0,-6.0,NE,17.43,0.0,0.0,40.0
205,2010,1,9,12,4,-16.0,45.0,1029.0,-6.0,NE,23.24,0.0,0.0,49.0
206,2010,1,9,13,4,-16.0,41.0,1029.0,-5.0,NE,28.16,0.0,0.0,50.0
207,2010,1,9,14,4,-15.0,42.0,1029.0,-4.0,NE,33.08,0.0,0.0,49.0
208,2010,1,9,15,4,-14.0,45.0,1028.0,-4.0,NE,37.1,0.0,0.0,41.0
209,2010,1,9,16,4,-15.0,42.0,1029.0,-4.0,NE,38.89,0.0,0.0,37.0
210,2010,1,9,17,4,-15.0,42.0,1030.0,-4.0,NW,1.79,0.0,0.0,45.0
211,2010,1,9,18,4,-15.0,52.0,1030.0,-7.0,NE,3.13,0.0,0.0,44.0
212,2010,1,9,19,4,-15.0,48.0,1031.0,-6.0,NW,3.13,0.0,0.0,54.0
213,2010,1,9,20,4,-15.0,52.0,1032.0,-7.0,NW,4.92,0.0,0.0,50.0
214,2010,1,9,21,4,-15.0,48.0,1032.0,-6.0,NE,3.13,0.0,0.0,47.0
215,2010,1,9,22,4,-15.0,57.0,1033.0,-8.0,cv,0.45,0.0,0.0,66.0
216,2010,1,9,23,4,-15.0,57.0,1033.0,-8.0,cv,0.9,0.0,0.0,75.0
217,2010,1,10,0,4,-15.0,72.0,1033.0,-11.0,NW,0.89,0.0,0.0,82.0
218,2010,1,10,1,4,-17.0,71.0,1033.0,-13.0,NW,1.78,0.0,0.0,66.0
219,2010,1,10,2,4,-17.0,66.0,1033.0,-12.0,NW,4.91,0.0,0.0,83.0
220,2010,1,10,3,4,-17.0,71.0,1033.0,-13.0,NW,8.04,0.0,0.0,62.0
221,2010,1,10,4,4,-19.0,65.0,1032.0,-14.0,NW,9.83,0.0,0.0,40.0
222,2010,1,10,5,4,-18.0,66.0,1032.0,-13.0,NW,12.96,0.0,0.0,23.0
223,2010,1,10,6,4,-19.0,60.0,1032.0,-13.0,NW,16.09,0.0,0.0,25.0
224,2010,1,10,7,4,-19.0,65.0,1033.0,-14.0,NW,19.22,0.0,0.0,27.0
225,2010,1,10,8,4,-19.0,65.0,1034.0,-14.0,NW,22.35,0.0,0.0,35.0
226,2010,1,10,9,4,-17.0,66.0,1033.0,-12.0,NW,24.14,0.0,0.0,50.0
227,2010,1,10,10,4,-16.0,48.0,1033.0,-7.0,NE,4.02,0.0,0.0,70.0
228,2010,1,10,11,4,-15.0,52.0,1033.0,-7.0,NW,3.13,0.0,0.0,75.0
229,2010,1,10,12,4,-15.0,52.0,1032.0,-7.0,NW,6.26,0.0,0.0,58.0
230,2010,1,10,13,4,-14.0,53.0,1031.0,-6.0,NW,9.39,0.0,0.0,70.0
231,2010,1,10,14,4,-14.0,53.0,1031.0,-6.0,NW,12.52,0.0,0.0,68.0
232,2010,1,10,15,4,-13.0,53.0,1030.0,-5.0,NW,14.31,0.0,0.0,71.0
233,2010,1,10,16,4,-14.0,49.0,1031.0,-5.0,NW,16.1,0.0,0.0,88.0
234,2010,1,10,17,4,-14.0,53.0,1031.0,-6.0,NW,19.23,0.0,0.0,84.0
235,2010,1,10,18,4,-13.0,62.0,1032.0,-7.0,NW,23.25,0.0,0.0,83.0
236,2010,1,10,19,4,-15.0,48.0,1032.0,-6.0,NW,27.27,0.0,0.0,66.0
237,2010,1,10,20,4,-15.0,48.0,1033.0,-6.0,NW,30.4,0.0,0.0,27.0
238,2010,1,10,21,4,-15.0,42.0,1034.0,-4.0,NW,35.32,0.0,0.0,24.0
239,2010,1,10,22,4,-16.0,38.0,1034.0,-4.0,NW,44.26,0.0,0.0,22.0
240,2010,1,10,23,4,-17.0,38.0,1035.0,-5.0,NW,52.31,0.0,0.0,23.0
241,2010,1,11,0,4,-17.0,41.0,1035.0,-6.0,NW,60.36,0.0,0.0,27.0
242,2010,1,11,1,4,-17.0,48.0,1035.0,-8.0,cv,0.89,0.0,0.0,23.0
243,2010,1,11,2,4,-19.0,51.0,1036.0,-11.0,NW,4.02,0.0,0.0,17.0
244,2010,1,11,3,4,-20.0,47.0,1036.0,-11.0,NW,8.94,0.0,0.0,17.0
245,2010,1,11,4,4,-21.0,43.0,1035.0,-11.0,NE,4.02,0.0,0.0,16.0
246,2010,1,11,5,4,-22.0,43.0,1035.0,-12.0,NW,3.13,0.0,0.0,16.0
247,2010,1,11,6,4,-22.0,43.0,1035.0,-12.0,NE,4.92,0.0,0.0,20.0
248,2010,1,11,7,4,-22.0,46.0,1036.0,-13.0,NW,5.81,0.0,0.0,20.0
249,2010,1,11,8,4,-22.0,34.0,1036.0,-9.0,NW,13.86,0.0,0.0,18.0
250,2010,1,11,9,4,-22.0,36.0,1036.0,-10.0,NW,21.91,0.0,0.0,25.0
251,2010,1,11,10,4,-22.0,34.0,1036.0,-9.0,NW,29.06,0.0,0.0,26.0
252,2010,1,11,11,4,-21.0,37.0,1036.0,-9.0,NW,33.08,0.0,0.0,27.0
253,2010,1,11,12,4,-20.0,32.0,1035.0,-6.0,NW,42.02,0.0,0.0,28.0
254,2010,1,11,13,4,-19.0,32.0,1034.0,-5.0,NW,50.96,0.0,0.0,15.0
255,2010,1,11,14,4,-19.0,32.0,1033.0,-5.0,NW,59.01,0.0,0.0,24.0
256,2010,1,11,15,4,-20.0,29.0,1033.0,-5.0,NW,66.16,0.0,0.0,13.0
257,2010,1,11,16,4,-20.0,29.0,1032.0,-5.0,NW,71.97,0.0,0.0,13.0
258,2010,1,11,17,4,-20.0,29.0,1033.0,-5.0,NW,76.89,0.0,0.0,13.0
259,2010,1,11,18,4,-20.0,34.0,1033.0,-7.0,NW,81.81,0.0,0.0,17.0
260,2010,1,11,19,4,-22.0,29.0,1033.0,-7.0,NW,85.83,0.0,0.0,20.0
261,2010,1,11,20,4,-22.0,31.0,1033.0,-8.0,NW,89.85,0.0,0.0,27.0
262,2010,1,11,21,4,-23.0,33.0,1033.0,-10.0,NW,91.64,0.0,0.0,20.0
263,2010,1,11,22,4,-23.0,42.0,1033.0,-13.0,NW,93.43,0.0,0.0,15.0
264,2010,1,11,23,4,-22.0,43.0,1032.0,-12.0,cv,0.89,0.0,0.0,21.0
265,2010,1,12,0,4,-22.0,55.0,1031.0,-15.0,cv,1.78,0.0,0.0,21.0
266,2010,1,12,1,4,-22.0,50.0,1031.0,-14.0,NE,1.79,0.0,0.0,37.0
267,2010,1,12,2,4,-22.0,50.0,1031.0,-14.0,NW,0.89,0.0,0.0,26.0
268,2010,1,12,3,4,-24.0,59.0,1030.0,-18.0,NE,1.79,0.0,0.0,15.0
269,2010,1,12,4,4,-24.0,39.0,1030.0,-13.0,NE,3.58,0.0,0.0,9.0
270,2010,1,12,5,4,-25.0,38.0,1030.0,-14.0,NW,3.13,0.0,0.0,11.0
271,2010,1,12,6,4,-24.0,42.0,1030.0,-14.0,NW,7.15,0.0,0.0,11.0
272,2010,1,12,7,4,-25.0,33.0,1030.0,-12.0,NW,12.96,0.0,0.0,16.0
273,2010,1,12,8,4,-26.0,35.0,1030.0,-14.0,NW,16.98,0.0,0.0,13.0
274,2010,1,12,9,4,-25.0,33.0,1031.0,-12.0,NW,21.0,0.0,0.0,15.0
275,2010,1,12,10,4,-25.0,30.0,1031.0,-11.0,NW,26.81,0.0,0.0,21.0
276,2010,1,12,11,4,-24.0,33.0,1030.0,-11.0,NW,35.75,0.0,0.0,24.0
277,2010,1,12,12,4,-23.0,36.0,1029.0,-11.0,NW,47.82,0.0,0.0,22.0
278,2010,1,12,13,4,-22.0,39.0,1029.0,-11.0,NW,63.02,0.0,0.0,22.0
279,2010,1,12,14,4,-23.0,36.0,1029.0,-11.0,NW,75.98,0.0,0.0,22.0
280,2010,1,12,15,4,-22.0,39.0,1029.0,-11.0,NW,88.05,0.0,0.0,19.0
281,2010,1,12,16,4,-23.0,36.0,1030.0,-11.0,NW,101.01,0.0,0.0,23.0
282,2010,1,12,17,4,-24.0,33.0,1030.0,-11.0,NW,109.06,0.0,0.0,25.0
283,2010,1,12,18,4,-24.0,33.0,1032.0,-11.0,NW,118.0,0.0,0.0,25.0
284,2010,1,12,19,4,-23.0,36.0,1032.0,-11.0,NW,126.05,0.0,0.0,31.0
285,2010,1,12,20,4,-23.0,39.0,1032.0,-12.0,NW,134.1,0.0,0.0,25.0
286,2010,1,12,21,4,-24.0,36.0,1033.0,-12.0,NW,142.15,0.0,0.0,22.0
287,2010,1,12,22,4,-23.0,39.0,1033.0,-12.0,NW,150.2,0.0,0.0,22.0
288,2010,1,12,23,4,-23.0,39.0,1034.0,-12.0,NW,160.03,0.0,0.0,15.0
289,2010,1,13,0,4,-24.0,36.0,1034.0,-12.0,NW,169.86,0.0,0.0,16.0
290,2010,1,13,1,4,-24.0,36.0,1033.0,-12.0,NW,178.8,0.0,0.0,11.0
291,2010,1,13,2,4,-25.0,33.0,1033.0,-12.0,NW,189.98,0.0,0.0,11.0
292,2010,1,13,3,4,-24.0,39.0,1033.0,-13.0,NW,198.03,0.0,0.0,12.0
293,2010,1,13,4,4,-25.0,33.0,1032.0,-12.0,NW,205.18,0.0,0.0,11.0
294,2010,1,13,5,4,-25.0,33.0,1033.0,-12.0,NW,215.01,0.0,0.0,12.0
295,2010,1,13,6,4,-25.0,33.0,1032.0,-12.0,NW,226.19,0.0,0.0,27.0
